Name,Date,Address,Link
Heitz Wine Cellars,2016-12-11,"436 St. Helena Highway South
St. Helena, California 94574",www.heitzcellar.com
Gnekow Family Winery,2019-03-18,"17347 E. Gawne Rd.
Collegeville, California 95215",www.gnekowwinery.com
Gloriosa Vineyards,2019-03-18,"PO Box 427
Pine Valley, California 91962",www.gloriosavineyards.com
Glenlyon Vineyards & Winery,2019-03-18,"P.O. Box 1329
Glen Ellen, California 95442",www.glenlyonwinery.com
Gloria Ferrer Caves and Vineyards,2016-10-08,"23555 Highway 121
Sonoma, California 95476",www.gloriaferrer.com
Glunz Family Winery & Cellars,2018-08-11,"8331 Highway 46 East
Paso Robles, California 60030",www.gfwc.com
Glencar Wines,2016-07-07,"Napa, California 94559",glencarwines.com
Goldeneye Winery,2017-11-26,"9200 Highway 128
Philo, California 95466",www.goldeneyewinery.com
Glasshaus Wine Company,2019-03-18,"355 Monte Vista Lane
Petaluma, California 94952",glasshauswines.com
Givich Vineyards,2019-03-18,"821 Nectarine Avenue
Sunnyvale, California 94087",www.givichvineyards.com
Glen Ellen Winery,2018-08-03,"4590 Tesla Rd.
Livermore, California 94550",www.glenellenwinery.com
Golden Vineyards,2017-11-26,"14251 Old River Rd.
Hopland, California 95449",www.goldenvineyards.com
Giuseppe Wines & Neese Vineyards,2017-11-26,"Redwood Valley, California 95470",[]
Godspeed Vineyards,2016-06-08,"3655 Mount Veeder Road
Napa, California 94558",www.godspeedvineyards.webs.com
Giracci Vineyards and Farms,2018-01-20,"16162 Jackson Ranch Road
Silverado, California 92676",www.giracci.com
Heitz Wine Cellars,2017-05-21,"436 St. Helena Highway South
St. Helena, California 94574",www.heitzcellar.com
Glunz Family Winery & Cellars,2018-06-03,"8331 Highway 46 East
Paso Robles, California 60030",www.gfwc.com
Giornata Wines,2018-08-04,"470-A Marquita Ave.
Paso Robles, California 93446",www.giornatawines.com
Goldeneye Winery,2016-06-06,"9200 Highway 128
Philo, California 95466",www.goldeneyewinery.com
Golden Star Vineyards & Winery,2019-03-18,"10375 East Avenue T6
Littlerock, California 93543",goldenstarvineyards.com
Gioia,2019-03-18,California,www.gioiawine.com
Giessinger Winery - Santa Barbara,2019-03-18,"210 State Street
Santa Barbara, California 93101",www.giessingerwinery.com
Glen Ellen Winery,2018-06-01,"4590 Tesla Rd.
Livermore, California 94550",www.glenellenwinery.com
Heitz Wine Cellars,2016-11-06,"436 St. Helena Highway South
St. Helena, California 94574",www.heitzcellar.com
Giessinger Winery - Fillmore,2019-03-18,"365 Santa Clara Street
Fillmore, California 93015",www.giessingerwinery.com
Glunz Family Winery & Cellars,2018-08-04,"8331 Highway 46 East
Paso Robles, California 60030",www.gfwc.com
Gloria Ferrer Caves and Vineyards,2016-09-05,"23555 Highway 121
Sonoma, California 95476",www.gloriaferrer.com
Gianelli Vineyards,2019-03-18,"18158 Main Street
Jamestown, California 95327
209 984-1500",www.gianellivineyards.com
Ghost Waltz,2019-03-18,"2068 Vista Lane
Petaluma, California 94954",www.ghostwaltz.com
Gianni Buonomo Vintners,2018-01-20,"4836 Newport Ave
San Diego, California 92107",gbvintners.com
Goldeneye Winery,2017-10-25,"9200 Highway 128
Philo, California 95466",www.goldeneyewinery.com
Goldeneye Winery,2016-04-27,"9200 Highway 128
Philo, California 95466",www.goldeneyewinery.com
Ghost Block Vineyard,2016-04-19,"7830-40 St. Helena Hwy.
Oakville, California 94558",www.ghostblockwine.com
GiaDomella,2019-03-18,"152 Piper Street
Healdsburg, California 95448",www.giadomella.com
Geyser Peak Winery,2019-03-18,"2306 Magnolia Drive
Healdsburg, California 95448",www.geyserpeakwinery.com
Glen Ellen Winery,2018-05-31,"4590 Tesla Rd.
Livermore, California 94550",www.glenellenwinery.com
Heitz Wine Cellars,2016-10-05,"436 St. Helena Highway South
St. Helena, California 94574",www.heitzcellar.com
Glen Ellen Winery,2018-08-03,"4590 Tesla Rd.
Livermore, California 94550",www.glenellenwinery.com
Glencar Wines,2016-04-20,"Napa, California 94559",glencarwines.com
Giornata Wines,2018-06-03,"470-A Marquita Ave.
Paso Robles, California 93446",www.giornatawines.com
Glunz Family Winery & Cellars,2018-08-11,"8331 Highway 46 East
Paso Robles, California 60030",www.gfwc.com
George Wine Co.,2019-03-18,"P.O. Box 339
Healdsburg, California 95448",www.georgewine.com/index.htm
Gloria Ferrer Caves and Vineyards,2016-08-03,"23555 Highway 121
Sonoma, California 95476",www.gloriaferrer.com
Georis Winery,2019-03-18,"1 Pilot Rd.
Carmel Valley, California 93924",www.georiswine.com
Gentleman Farmer Wines,2019-03-18,"6514 Washington Street #3449
Yountville, California 94599",gentlemanfarmerwines.com
Gloria Ferrer Caves and Vineyards,2016-10-07,"23555 Highway 121
Sonoma, California 95476",www.gloriaferrer.com
Glencar Wines,2016-07-07,"Napa, California 94559",glencarwines.com
Gemella,2016-04-18,"270 Kreuzer Lane
Napa, California 94559",www.gemellawines.com
Gemstone,2016-04-20,"P.O. Box 3688
Yountville, California",www.gemstonewine.com
Heitz Wine Cellars,2016-09-03,"436 St. Helena Highway South
St. Helena, California 94574",www.heitzcellar.com
Heitz Wine Cellars,2016-12-11,"436 St. Helena Highway South
St. Helena, California 94574",www.heitzcellar.com
Gelfand Vineyards,2018-08-04,"5530 Dresser Ranch Place
Paso Robles, California 93446",www.gelfandvineyards.com
Gauthier Cellars,2016-04-25,"1075 Buchli Station Rd.
Napa, California 94559",www.gauthiercellars.com
Glencar Wines,2015-10-20,"Napa, California 94559",glencarwines.com
Giornata Wines,2018-08-04,"470-A Marquita Ave.
Paso Robles, California 93446",www.giornatawines.com
Giornata Wines,2015-10-06,"470-A Marquita Ave.
Paso Robles, California 93446",www.giornatawines.com
Gary Kramer Guitar Cellars,2018-08-04,"825 Riverside Avenue #16
Paso Robles, California 93446",garykramerguitarcellars.com
Heitz Wine Cellars,2016-11-06,"436 St. Helena Highway South
St. Helena, California 94574",www.heitzcellar.com
Gloria Ferrer Caves and Vineyards,2016-10-08,"23555 Highway 121
Sonoma, California 95476",www.gloriaferrer.com
Garric Cellars,2016-03-15,"Calistoga, California
877-4-GARRIC",www.garric-cellars.com
Heitz Wine Cellars,2016-10-05,"436 St. Helena Highway South
St. Helena, California 94574",www.heitzcellar.com
Heitz Wine Cellars,2016-07-31,"436 St. Helena Highway South
St. Helena, California 94574",www.heitzcellar.com
Garnet Vineyards,2016-07-02,"Napa, California 94558",www.garnetvineyards.com
Garba Wine Company,2019-03-18,"9518 Drummond Lane
Davis, California 95618",www.garbawine.com
Gann Family Vineyards,2019-03-18,"1083 Vine St., #227
Healdsburg, California 95448",www.ganncellars.com
Garden Creek Vineyards,2019-03-18,"2335 Geysers Rd.
Geyserville, California 95441",www.gardencreekvineyards.com
Garre Vineyard And Winery,2018-08-03,"7986 Tesla Rd.
Livermore, California 94550",www.garrewinery.com
Gamling & McDuck,2019-03-18,"615A Sunnyside Road
St. Helena, California 94574",www.gamlingandmcduck.com
Gelfand Vineyards,2018-06-03,"5530 Dresser Ranch Place
Paso Robles, California 93446",www.gelfandvineyards.com
Gandona Winery,2016-04-21,"1535 Sage Canyon Road
St. Helena, California 94574",www.gandona.com
Gary Kramer Guitar Cellars,2018-06-03,"825 Riverside Avenue #16
Paso Robles, California 93446",garykramerguitarcellars.com
Gamble Family Vineyards/Source-Napa,2016-04-20,"7554 St. Helena Highway
Oakville, California 94558",www.gamblefamilyvineyards.com
Galvan Family Cellars,2019-03-18,"1635 Mason Road
Fairfield, California 94534",www.galvanwine.com
Heitz Wine Cellars,2016-03-14,"436 St. Helena Highway South
St. Helena, California 94574",www.heitzcellar.com
Heitz Wine Cellars,2016-09-03,"436 St. Helena Highway South
St. Helena, California 94574",www.heitzcellar.com
Gamba Vineyards And Winery,2019-03-18,"2912 Woolsey Rd
Windsor, California 95492",www.gambawinery.com
Gallo Family Vineyards,2019-03-18,"Healdsburg, California 95448",www.gallosonoma.com
Gallegos Wines,2017-03-17,"Post Office Box 343
Rutherfod, California 94573",gallegoswines.com
Garre Vineyard And Winery,2018-06-01,"7986 Tesla Rd.
Livermore, California 94550",www.garrewinery.com
Gelfand Vineyards,2018-08-04,"5530 Dresser Ranch Place
Paso Robles, California 93446",www.gelfandvineyards.com
Galleano Winery,2015-01-14,"4231 Wineville Rd.
Mira Loma, California 91752",www.galleanowinery.com
Gelfand Vineyards,2015-10-06,"5530 Dresser Ranch Place
Paso Robles, California 93446",www.gelfandvineyards.com
Gloria Ferrer Caves and Vineyards,2016-09-05,"23555 Highway 121
Sonoma, California 95476",www.gloriaferrer.com
Gale Vineyards,2019-03-18,"9345 Stanford Lane
Durham, California 95938",galevineyards.com
Gary Kramer Guitar Cellars,2018-08-04,"825 Riverside Avenue #16
Paso Robles, California 93446",garykramerguitarcellars.com
Galante Vineyards - Carmel-by-the-Sea,2019-03-18,"Dolores between Ocean and Seventh Ave.
Carmel, California 93923",www.galantevineyards.com
Heitz Wine Cellars,2015-11-04,"436 St. Helena Highway South
St. Helena, California 94574",www.heitzcellar.com
Galante Vineyards - Carmel Valley Estate Wines,2019-03-18,"18181 Cachagua Rd.
Carmel Valley, California 93922",www.galantevineyards.com
Gallica,2016-04-20,"P.O. Box 808
St. Helena, California 94574",www.gallicawine.com
Heitz Wine Cellars,2016-07-03,"436 St. Helena Highway South
St. Helena, California 94574",www.heitzcellar.com
Gallegos Wines,2016-04-19,"Post Office Box 343
Rutherfod, California 94573",gallegoswines.com
Gainey Vineyard,2018-05-16,"3950 East Highway 246
Santa Ynez, California 93460",www.gaineyvineyard.com
G V Cellars,2019-03-18,"1635 Mason Rd.
Fairfield, California 94534",www.gvcellars.com
Garre Vineyard And Winery,2018-05-31,"7986 Tesla Rd.
Livermore, California 94550",www.garrewinery.com
G Wine Cellars,2016-04-19,"708 First Street
Napa, California 94559",www.gwinecellars.com
Garre Vineyard And Winery,2018-08-03,"7986 Tesla Rd.
Livermore, California 94550",www.garrewinery.com
Futo,2018-03-11,"P.O. Box 410
Oakville, California 94558",www.futowines.com
Gallica,2015-11-04,"P.O. Box 808
St. Helena, California 94574",www.gallicawine.com
FUSE Wines,2016-03-18,"4500 Silverado Trl
Napa, California 94558",www.fusewine.com
Frostwatch Vineyard,2019-03-18,"5560 Bennett Valley Rd.
Santa Rosa, California",www.frostwatch.com
Furthermore Wines,2019-03-18,"3561 Gravenstein Hwy. North
Sebastopol, California 95472",www.furthermorepinotnoir.com
Gainey Vineyard,2018-03-08,"3950 East Highway 246
Santa Ynez, California 93460",www.gaineyvineyard.com
Frolicking Frog Tasting Room,2018-08-04,"739 12th Street
Paso Robles, California 93446",www.frolickingfrogwine.com
Fulcrum Wines,2016-04-24,"110 Camino Oruga
Napa, California 94558",www.fulcrumwines.com
Heitz Wine Cellars,2015-09-21,"436 St. Helena Highway South
St. Helena, California 94574",www.heitzcellar.com
Futo,2016-03-15,"P.O. Box 410
Oakville, California 94558",www.futowines.com
Frolicking Frog Cellars,2019-03-18,"14490 San Miguel Road
Atascadero, California 93422",www.frolickingfrogwine.com
Frog's Tooth Vineyard,2019-03-18,"380 Main Street. Suite 5
Murphys, California 95247",www.frogstooth.com
FUSE Wines,2016-02-16,"4500 Silverado Trl
Napa, California 94558",www.fusewine.com
Frisson Wine,2016-07-08,"Napa, California 95476",www.frissonwines.com
Frisby Cellars,2018-08-04,"2500-2550 Dry Creek Road
Paso Robles, California 93446",www.frisbycellars.com
Fults Family Vineyards,2019-03-18,"11441 Highway 29
Lower Lake, California 95457",www.ffvwines.com
Frolicking Frog Tasting Room,2018-06-03,"739 12th Street
Paso Robles, California 93446",www.frolickingfrogwine.com
Fritz Winery,2019-03-18,"24691 Dutcher Creek Rd.
Cloverdale, California 95425",www.fritzwinery.com
Frisby Cellars Tasting Room,2018-01-20,"20331 Lake Forest Dr. Suite C-3
Lake Forest, California 92630",www.frisbycellars.com
Friedeman Wines - Dichotomy Wines,2019-03-18,"PO Box 876
Napa, California 94559",friedemanwines.com
Frog's Leap Winery,2017-03-17,"8815 Conn Creek Rd.
Rutherford, California 94558",www.frogsleap.com
Gainey Vineyard,2018-05-16,"3950 East Highway 246
Santa Ynez, California 93460",www.gaineyvineyard.com
Futo,2018-03-11,"P.O. Box 410
Oakville, California 94558",www.futowines.com
Fresno State Winery,2019-03-18,"5241 N. Maple Ave.
Fresno, California 93740",www.auxiliary.com/AGF/winery/
Heitz Wine Cellars,2015-08-15,"436 St. Helena Highway South
St. Helena, California 94574",www.heitzcellar.com
Frick Winery,2019-03-18,"23072 Walling Rd.
Geyserville, California 95441",www.frickwinery.com
Frisson Wine,2016-04-19,"Napa, California 95476",www.frissonwines.com
Heitz Wine Cellars,2015-10-23,"436 St. Helena Highway South
St. Helena, California 94574",www.heitzcellar.com
Frisby Cellars,2018-06-03,"2500-2550 Dry Creek Road
Paso Robles, California 93446",www.frisbycellars.com
Frequency Wines,2019-03-18,"448 Bell St
Los Alamos, California 93440",frequencywines.com
Frei Brothers,2019-03-18,"Healdsburg, California 95448",www.freibrothers.com
Frolicking Frog Tasting Room,2018-08-04,"739 12th Street
Paso Robles, California 93446",www.frolickingfrogwine.com
Heitz Wine Cellars,2015-06-27,"436 St. Helena Highway South
St. Helena, California 94574",www.heitzcellar.com
Frisson Wine,2016-07-08,"Napa, California 95476",www.frissonwines.com
Frati Horn Wines,2019-03-18,"3360 Coffey Lane, Suite E
Santa Rosa, California 95403",www.fratihorn.com
Freeman Vineyard & Winery,2015-04-29,"1300 Montgomery Road
Sebastapol, California 95472",www.freemanwinery.com
Frazier Winery,2016-07-02,"Napa, California 94558",www.frazierwinery.com
Fratelli Perata,2018-08-04,"1595 Arbor Rd.
Paso Robles, California 93446",www.fratelliperata.com
Frey Vineyards,2017-11-26,"14000 Tomki Rd
Redwood Valley, California 95470",www.freywine.com
Frisby Cellars,2018-08-04,"2500-2550 Dry Creek Road
Paso Robles, California 93446",www.frisbycellars.com
Freemark Abbey,2019-03-18,"3022 St Helena Hwy N
St. Helena, California 94574",www.freemarkabbey.com
Frasinetti's Winery & Restaurant,2019-03-18,"7395 Frasinetti Rd
Sacramento, California 95828",www.frasinetti.com
Frisby Cellars,2015-10-06,"2500-2550 Dry Creek Road
Paso Robles, California 93446",www.frisbycellars.com
FUSE Wines,2016-03-18,"4500 Silverado Trl
Napa, California 94558",www.fusewine.com
Frangipani Winery and Vineyard,2018-01-17,"39750 De Portola Road
Temecula, California 92591",www.frangipaniwinery.com
Frey Vineyards,2017-10-25,"14000 Tomki Rd
Redwood Valley, California 95470",www.freywine.com
Frank Family Vineyards,2016-03-16,"1091 Larkmead Lane
Calistoga, California 94515",www.frankfamilyvineyards.com
Frazier Winery,2016-04-19,"Napa, California 94558",www.frazierwinery.com
Freeman Vineyard & Winery,2015-03-29,"1300 Montgomery Road
Sebastapol, California 95472",www.freemanwinery.com
Fratelli Perata,2018-06-03,"1595 Arbor Rd.
Paso Robles, California 93446",www.fratelliperata.com
Heitz Wine Cellars,2015-04-27,"436 St. Helena Highway South
St. Helena, California 94574",www.heitzcellar.com
Franciscan Estate,2017-03-17,"1178 Galleron Rd.
St. Helena, California 94574",www.franciscan.com
Foyt Family Wines,2019-03-18,"136 Gravenstein Hwy S.
Sebastopol, California 95472",www.foytwines.com
Foxen 7200,2019-03-18,"7200 Foxen Canyon Road
Santa Maria, California 93454",www.foxenvineyard.com
Foursight Wines,2017-11-26,"14475 Highway 128
Boonville, California 95415",www.foursightwines.com
Francis Ford Coppola Winery,2016-04-25,"300 Via Archimedes
Geyserville, California 95441",www.franciscoppolawinery.com
Foxen Vineyard,2019-03-18,"7600 Foxen Canyon Rd.
Santa Maria, California 93454",www.foxenvineyard.com
Fox Wine Co.,2019-03-18,"120 Santa Barbara St.
Santa Barbara, California 93101",foxwineco.com
Four Vines Winery,2018-08-04,"7300 N River Rd
Paso Robles, California 93446",www.fourvines.com
Four Sisters Ranch,2018-08-04,"6961 Estrella Road
San Miguel, California 93451",www.foursistersranch.com
Frangipani Winery and Vineyard,2017-08-15,"39750 De Portola Road
Temecula, California 92591",www.frangipaniwinery.com
Frey Vineyards,2017-11-26,"14000 Tomki Rd
Redwood Valley, California 95470",www.freywine.com
Four Lanterns Winery,2018-08-04,"2485 West Hwy 46
Paso Robles, California 93446",www.fourlanternswinery.com
Four Gates Winery,2019-03-18,"503 Happy Valley Rd.
Santa Cruz, California",www.fourgateswine.com
Freeman Vineyard & Winery,2015-02-24,"1300 Montgomery Road
Sebastapol, California 95472",www.freemanwinery.com
Freeman Vineyard & Winery,2015-04-29,"1300 Montgomery Road
Sebastapol, California 95472",www.freemanwinery.com
Fratelli Perata,2015-10-06,"1595 Arbor Rd.
Paso Robles, California 93446",www.fratelliperata.com
Fratelli Perata,2018-08-04,"1595 Arbor Rd.
Paso Robles, California 93446",www.fratelliperata.com
Heitz Wine Cellars,2015-03-25,"436 St. Helena Highway South
St. Helena, California 94574",www.heitzcellar.com
Four Vines Winery,2018-06-03,"7300 N River Rd
Paso Robles, California 93446",www.fourvines.com
Frazier Winery,2016-07-02,"Napa, California 94558",www.frazierwinery.com
Francis Ford Coppola Winery,2015-07-11,"300 Via Archimedes
Geyserville, California 95441",www.franciscoppolawinery.com
Frangipani Winery and Vineyard,2018-01-17,"39750 De Portola Road
Temecula, California 92591",www.frangipaniwinery.com
Frangipani Winery and Vineyard,2016-08-21,"39750 De Portola Road
Temecula, California 92591",www.frangipaniwinery.com
Four Sisters Ranch,2018-06-03,"6961 Estrella Road
San Miguel, California 93451",www.foursistersranch.com
Foursight Wines,2017-10-25,"14475 Highway 128
Boonville, California 95415",www.foursightwines.com
Four Bears / Sean Minor Wines,2016-04-19,"1370 Trancas Street, # 327
Napa, California 94558",www.4bearswinery.com
Freeman Vineyard & Winery,2015-03-29,"1300 Montgomery Road
Sebastapol, California 95472",www.freemanwinery.com
Four Lanterns Winery,2018-06-03,"2485 West Hwy 46
Paso Robles, California 93446",www.fourlanternswinery.com
